NAME,B19083_001E,B19082_001E,B19082_002E,B19082_003E,B19082_004E,B19082_005E,B19082_006E,state,county
"Collingsworth County, Texas",0.4742,4.01,8.83,13.98,21.69,51.50,25.80,48,087
"Lamb County, Texas",0.4504,3.67,8.91,15.13,23.52,48.77,20.45,48,279
"Loving County, Texas",0.2567,,,,,,,48,301
"Prentiss County, Mississippi",0.4742,3.57,7.99,14.56,23.45,50.44,22.58,28,117
"Jackson County, Mississippi",0.4437,3.17,9.53,15.86,23.99,47.45,19.77,28,059
"Tunica County, Mississippi",0.4960,3.25,7.95,14.40,21.26,53.14,25.99,28,143
"Claiborne County, Mississippi",0.4934,2.32,7.55,14.67,23.93,51.52,21.25,28,021
"Lauderdale County, Mississippi",0.4918,3.02,7.81,14.09,22.86,52.21,23.42,28,075
"Simpson County, Mississippi",0.4682,3.81,8.20,14.19,22.31,51.50,19.84,28,127
"Attala County, Mississippi",0.5054,2.70,8.00,13.25,22.45,53.60,24.79,28,007
"Coahoma County, Mississippi",0.5193,2.81,7.04,12.88,22.44,54.83,25.34,28,027
"Walthall County, Mississippi",0.5575,2.10,6.30,12.32,20.82,58.45,29.01,28,147
"Pontotoc County, Mississippi",0.4451,4.03,9.48,14.88,23.02,48.59,21.57,28,115
"Alcorn County, Mississippi",0.4411,3.87,9.33,15.16,23.54,48.10,19.51,28,003
"DeSoto County, Mississippi",0.4052,4.57,10.49,16.31,23.62,45.01,18.54,28,033
"Mercer County, Missouri",0.4085,4.02,9.86,16.20,25.54,44.39,15.67,29,129
"Clay County, Missouri",0.4116,4.49,10.33,16.12,23.45,45.61,19.04,29,047
"Dent County, Missouri",0.4669,3.56,8.57,14.54,23.46,49.86,22.55,29,065
"Worth County, Missouri",0.3880,3.74,10.57,18.30,25.07,42.32,14.44,29,227
"St. Louis city, Missouri",0.5081,2.56,7.54,13.63,22.57,53.70,24.01,29,510
"Butler County, Missouri",0.4802,3.36,8.18,14.46,22.49,51.50,23.66,29,023
"Holt County, Missouri",0.4053,4.24,10.08,16.40,24.83,44.44,16.37,29,087
"Montgomery County, Missouri",0.3981,4.24,10.56,16.89,24.23,44.08,16.05,29,139
"Stoddard County, Missouri",0.4309,4.13,9.71,15.26,23.82,47.08,19.48,29,207
"Washington County, Missouri",0.4280,4.03,9.47,15.66,24.27,46.58,18.44,29,221
"DeKalb County, Missouri",0.4162,4.42,9.18,16.09,24.92,45.40,16.73,29,063
"Lafayette County, Missouri",0.4273,3.86,9.81,15.90,24.24,46.19,19.56,29,107
"Schuyler County, Missouri",0.4490,3.87,9.29,15.39,22.21,49.24,21.72,29,197
"Camden County, Missouri",0.4569,3.43,9.26,15.08,22.89,49.34,22.04,29,029
"Jasper County, Missouri",0.4403,3.91,9.60,15.36,23.23,47.90,21.04,29,097
"McDonald County, Missouri",0.4321,3.86,9.63,15.73,23.51,47.26,19.26,29,119
"Polk County, Missouri",0.4293,4.36,9.98,15.25,22.73,47.69,20.36,29,167
"Reynolds County, Missouri",0.4368,4.15,9.21,15.24,23.53,47.88,19.44,29,179
"Scott County, Missouri",0.4682,3.35,8.84,14.87,22.62,50.32,23.14,29,201
"Barton County, Missouri",0.4774,3.65,8.53,13.49,22.25,52.07,22.03,29,011
"Cole County, Missouri",0.4265,4.02,10.19,15.73,23.53,46.54,20.29,29,051
"Gasconade County, Missouri",0.4251,4.15,9.76,16.18,23.51,46.39,20.01,29,073
"Macon County, Missouri",0.3952,5.16,10.27,15.85,24.39,44.33,16.76,29,121
"Pemiscot County, Missouri",0.4895,3.26,8.00,13.95,22.19,52.61,23.58,29,155
"Shannon County, Missouri",0.4501,3.75,8.95,14.86,23.37,49.08,18.79,29,203
"Douglas County, Missouri",0.4583,3.82,8.98,14.39,22.84,49.97,21.28,29,067
"Henry County, Missouri",0.4544,3.65,9.22,14.88,23.22,49.03,21.53,29,083
"Lawrence County, Missouri",0.4314,3.85,9.89,15.42,23.66,47.19,19.10,29,109
"Chouteau County, Montana",0.4350,4.41,9.46,14.76,23.27,48.11,19.45,30,015
"Lincoln County, Montana",0.4779,3.62,8.50,13.94,22.25,51.69,23.71,30,053
"Treasure County, Montana",0.4012,4.36,11.66,15.67,22.88,45.42,17.89,30,103
"Sweet Grass County, Montana",0.4258,4.54,9.79,15.16,23.30,47.21,19.83,30,097
"Prairie County, Montana",0.4494,4.15,9.68,14.46,22.29,49.42,22.73,30,079
"Glacier County, Montana",0.5209,2.43,6.71,12.85,22.40,55.61,21.40,30,035
"Golden Valley County, Montana",0.4489,4.43,9.45,14.65,21.32,50.14,23.80,30,037
"Stillwater County, Montana",0.3948,4.64,10.43,16.45,24.88,43.60,16.69,30,095
"Granite County, Montana",0.4779,4.06,8.77,14.16,20.61,52.40,26.96,30,039
"Madison County, Montana",0.4432,4.69,9.39,14.61,22.10,49.21,23.00,30,057
"Sheridan County, Montana",0.4513,3.64,9.07,15.02,23.84,48.43,21.32,30,091
"Big Horn County, Montana",0.4254,3.67,9.75,15.65,25.14,45.80,17.20,30,003
"Garfield County, Montana",0.4657,4.02,9.14,14.01,21.40,51.44,23.48,30,033
"Lewis and Clark County, Montana",0.4103,4.12,10.24,16.41,24.22,45.01,17.51,30,049
"Missoula County, Montana",0.4767,3.20,8.64,14.30,22.65,51.21,22.76,30,063
"Cascade County, Montana",0.4691,3.75,8.81,14.32,22.25,50.86,23.58,30,013
"Powell County, Montana",0.4138,4.37,10.80,15.66,22.99,46.19,20.31,30,077
"Gallatin County, Montana",0.4626,3.52,9.13,14.67,22.68,50.00,22.73,30,031
"Beaverhead County, Montana",0.4963,3.03,8.02,13.83,22.51,52.59,25.71,30,001
"Musselshell County, Montana",0.4199,3.63,9.66,16.23,25.09,45.39,15.97,30,065
"Sheridan County, Nebraska",0.4770,4.00,8.73,13.68,21.31,52.28,24.54,31,161
"Nuckolls County, Nebraska",0.4505,4.49,9.12,14.38,23.01,49.00,23.39,31,129
"Frontier County, Nebraska",0.4420,4.10,9.60,15.64,22.42,48.24,22.84,31,063
"Douglas County, Nebraska",0.4694,3.31,8.88,14.64,22.75,50.43,22.83,31,055
"Chase County, Nebraska",0.3820,5.38,11.28,17.08,22.41,43.85,19.03,31,029
"Arthur County, Nebraska",0.4665,4.36,8.60,14.66,20.96,51.41,25.54,31,005
"Franklin County, Nebraska",0.4146,4.71,10.15,16.13,22.72,46.30,19.84,31,061
"Jefferson County, Nebraska",0.4558,3.89,9.32,15.09,21.88,49.82,23.38,31,095
"Loup County, Nebraska",0.3999,5.01,9.10,16.52,25.17,44.20,15.17,31,115
"Phelps County, Nebraska",0.4224,4.04,9.87,16.37,23.88,45.84,20.04,31,137
"Scotts Bluff County, Nebraska",0.4602,3.67,9.13,14.84,22.40,49.96,22.95,31,157
"Kimball County, Nebraska",0.3932,4.60,10.24,16.40,25.51,43.25,15.70,31,105
"Merrick County, Nebraska",0.4206,4.15,9.78,15.86,24.72,45.49,19.11,31,121
"Burt County, Nebraska",0.4300,4.30,9.45,15.71,23.60,46.94,20.02,31,021
"Cuming County, Nebraska",0.4142,4.70,10.36,15.66,23.00,46.28,19.65,31,039
"Grant County, Nebraska",0.4420,4.11,9.04,14.93,23.39,48.53,19.10,31,075
"Hayes County, Nebraska",0.4539,3.41,9.36,14.99,23.27,48.98,21.35,31,085
"Cedar County, Nebraska",0.4171,4.33,10.10,16.23,23.63,45.71,19.79,31,027
"Johnson County, Nebraska",0.4187,4.35,9.89,15.97,23.67,46.13,18.52,31,097
"Garfield County, Nebraska",0.4097,4.11,10.90,16.29,22.67,46.04,17.68,31,071
"Pawnee County, Nebraska",0.4557,3.89,8.43,15.32,23.39,48.97,21.78,31,133
"Wheeler County, Nebraska",0.3644,4.91,12.10,17.80,23.55,41.64,16.35,31,183
"York County, Nebraska",0.4588,3.43,9.11,15.84,22.11,49.51,23.69,31,185
"Colfax County, Nebraska",0.3744,5.05,10.71,17.88,24.54,41.83,16.43,31,037
"Logan County, Nebraska",0.3482,5.97,11.58,17.27,24.86,40.32,13.54,31,113
"Polk County, Nebraska",0.3980,4.53,10.97,16.86,23.18,44.45,18.99,31,143
"Brown County, Nebraska",0.4766,3.90,8.35,14.11,22.41,51.22,25.05,31,017
"Lander County, Nevada",0.3551,3.21,11.61,21.19,25.38,38.61,12.62,32,015
"Eureka County, Nevada",0.3971,2.44,11.55,18.05,25.76,42.20,14.92,32,011
"Mercer County, New Jersey",0.4999,2.66,7.92,13.96,22.39,53.07,23.99,34,021
"Somerset County, New Jersey",0.4566,3.50,9.13,14.98,22.96,49.44,21.39,34,035
"Atlantic County, New Jersey",0.4615,3.34,8.59,14.82,23.91,49.33,20.53,34,001
"Middlesex County, New Jersey",0.4319,3.61,9.58,15.90,24.20,46.71,18.35,34,023
"Cape May County, New Jersey",0.4809,3.29,8.67,14.28,22.07,51.69,24.53,34,009
"Union County, New Jersey",0.4973,3.03,7.97,13.72,22.04,53.23,24.51,34,039
"Hunterdon County, New Jersey",0.4335,3.69,9.67,15.77,23.79,47.08,19.27,34,019
"Los Alamos County, New Mexico",0.3941,4.15,11.28,17.02,23.98,43.57,17.41,35,028
"Valencia County, New Mexico",0.4361,3.71,9.34,15.58,24.22,47.15,18.41,35,061
"Bernalillo County, New Mexico",0.4751,3.08,8.40,14.53,23.38,50.61,21.73,35,001
"De Baca County, New Mexico",0.4410,4.44,8.50,13.26,24.92,48.87,15.36,35,011
"Hidalgo County, New Mexico",0.4806,2.68,7.61,15.24,24.48,49.99,21.17,35,023
"Sandoval County, New Mexico",0.4293,3.49,10.02,16.08,23.69,46.71,18.40,35,043
"Curry County, New Mexico",0.4559,3.56,9.22,15.14,23.07,49.01,22.48,35,009
"Harding County, New Mexico",0.6289,3.03,5.95,8.93,13.80,68.29,45.75,35,021
"San Juan County, New Mexico",0.4518,3.17,8.93,15.46,24.55,47.89,19.78,35,045
"Chaves County, New Mexico",0.4596,3.53,8.63,14.92,23.65,49.26,20.90,35,005
"Union County, New Mexico",0.5052,4.11,7.93,12.32,20.68,54.96,28.74,35,059
"Roosevelt County, New Mexico",0.4514,3.02,8.65,15.70,24.93,47.70,18.49,35,041
"Bronx County, New York",0.5105,2.55,7.03,13.60,23.28,53.53,23.34,36,005
"Fulton County, New York",0.4228,4.10,9.73,15.85,24.04,46.28,18.21,36,035
"Rensselaer County, New York",0.4317,3.71,9.58,15.92,24.12,46.66,18.98,36,083
"Dutchess County, New York",0.4453,3.47,9.22,15.66,23.76,47.89,20.09,36,027
"Herkimer County, New York",0.4147,4.15,9.89,16.26,24.42,45.28,17.78,36,043
"St. Lawrence County, New York",0.4407,3.64,9.10,15.59,24.34,47.32,19.30,36,089
"Warren County, New York",0.4367,3.88,9.57,15.53,23.72,47.30,20.53,36,113
"Monroe County, New York",0.4646,3.22,8.68,14.89,23.63,49.57,21.28,36,055
"Ulster County, New York",0.4620,3.36,8.69,14.99,23.46,49.50,21.21,36,111
"Livingston County, New York",0.4150,3.96,10.04,16.34,24.59,45.06,17.94,36,051
"Greene County, New York",0.4411,3.56,9.14,15.70,24.19,47.42,19.20,36,039
"Allegany County, New York",0.4157,3.99,10.07,16.29,24.35,45.31,17.86,36,003
"Cattaraugus County, New York",0.4256,3.95,9.50,15.85,24.49,46.21,17.92,36,009
"Schenectady County, New York",0.4411,3.50,9.23,15.86,24.12,47.30,19.71,36,093
"Yates County, New York",0.4512,3.77,9.06,15.03,23.48,48.66,21.37,36,123
"Haywood County, North Carolina",0.4634,3.68,8.62,14.93,22.93,49.85,22.52,37,087
"Alleghany County, North Carolina",0.4237,4.39,9.46,15.33,24.21,46.61,17.88,37,005
"Cleveland County, North Carolina",0.4694,2.98,8.77,14.88,23.44,49.93,21.77,37,045
"Granville County, North Carolina",0.4291,3.65,9.63,16.05,24.26,46.41,18.47,37,077
"Hoke County, North Carolina",0.4160,3.50,10.09,16.25,25.26,44.89,15.94,37,093
"Iredell County, North Carolina",0.4736,3.68,8.83,14.23,21.82,51.43,24.26,37,097
"Pitt County, North Carolina",0.4926,2.76,7.93,14.09,23.12,52.10,22.95,37,147
"Cherokee County, North Carolina",0.4123,4.04,10.08,15.84,25.11,44.93,16.50,37,039
"Wilkes County, North Carolina",0.4764,3.61,8.15,14.42,22.82,51.00,23.48,37,193
"Alexander County, North Carolina",0.4671,3.63,8.73,14.45,22.98,50.20,23.04,37,003
"Carteret County, North Carolina",0.4561,3.78,9.05,15.00,22.68,49.49,22.22,37,031
"Pasquotank County, North Carolina",0.4389,3.42,9.15,15.67,24.73,47.03,17.98,37,139
"Swain County, North Carolina",0.4656,3.48,9.03,14.53,22.47,50.49,22.04,37,173
"Anson County, North Carolina",0.4417,3.78,8.80,15.27,24.47,47.68,17.77,37,007
"Franklin County, North Carolina",0.4210,4.07,9.69,15.95,24.39,45.89,18.02,37,069
"Macon County, North Carolina",0.4773,3.64,8.70,14.12,22.04,51.49,25.38,37,113
"Transylvania County, North Carolina",0.4327,4.18,9.94,15.16,23.13,47.59,20.53,37,175
"Columbus County, North Carolina",0.5096,2.92,7.66,13.44,21.89,54.10,26.07,37,047
"Montgomery County, North Carolina",0.4786,3.31,8.61,14.61,22.12,51.35,24.41,37,123
"Richmond County, North Carolina",0.4628,3.57,8.44,14.57,23.51,49.91,20.08,37,153
"Surry County, North Carolina",0.4805,3.11,8.46,14.27,23.21,50.95,23.67,37,171
"Buncombe County, North Carolina",0.4705,3.76,8.81,14.12,22.13,51.18,23.46,37,021
"Cabarrus County, North Carolina",0.4320,3.96,9.77,15.51,23.45,47.31,19.45,37,025
"Davidson County, North Carolina",0.4345,4.00,9.60,15.35,23.69,47.37,19.64,37,057
"Hertford County, North Carolina",0.4430,3.52,8.94,15.46,24.50,47.58,18.00,37,091
"Pender County, North Carolina",0.4735,2.82,8.65,14.72,23.44,50.38,21.28,37,141
"Watauga County, North Carolina",0.5047,2.10,7.42,14.28,23.63,52.57,22.72,37,189
"Tyrrell County, North Carolina",0.4158,4.34,8.83,15.78,26.31,44.74,16.07,37,177
"Traill County, North Dakota",0.4338,3.63,10.05,15.90,23.50,46.92,20.80,38,097
"Dickey County, North Dakota",0.4270,4.28,9.70,15.72,22.93,47.37,19.13,38,021
"Ward County, North Dakota",0.4210,4.12,10.03,15.98,23.90,45.98,19.15,38,101
"McHenry County, North Dakota",0.4805,3.41,8.49,14.54,22.29,51.26,25.91,38,049
"Benson County, North Dakota",0.5207,2.20,7.33,14.17,22.13,54.17,27.52,38,005
"Renville County, North Dakota",0.3848,4.75,11.22,16.84,24.01,43.18,17.08,38,075
"Burleigh County, North Dakota",0.4330,3.79,9.77,15.88,23.59,46.97,20.18,38,015
"Oliver County, North Dakota",0.4072,4.18,10.39,16.40,24.84,44.19,17.92,38,065
"Ramsey County, North Dakota",0.4946,2.72,7.92,14.63,23.02,51.71,25.56,38,071
"Griggs County, North Dakota",0.4630,3.88,8.67,14.44,23.17,49.84,22.75,38,039
"Sheridan County, North Dakota",0.4789,2.81,8.63,14.66,22.55,51.35,22.30,38,083
"Wells County, North Dakota",0.4460,3.69,9.40,15.60,23.18,48.12,21.87,38,103
"Mahoning County, Ohio",0.4736,3.35,8.54,14.31,23.12,50.67,22.64,39,099
"Scioto County, Ohio",0.4926,2.85,7.57,13.96,23.80,51.82,22.32,39,145
"Meigs County, Ohio",0.4669,3.26,8.52,14.83,23.75,49.65,21.62,39,105
"Pike County, Ohio",0.4377,3.60,9.30,15.23,24.69,47.18,17.89,39,131
"Hamilton County, Ohio",0.5021,2.70,7.76,13.86,22.56,53.12,24.39,39,061
"Erie County, Ohio",0.4559,3.94,9.34,14.53,22.51,49.68,22.90,39,043
"Lawrence County, Ohio",0.4483,3.54,9.02,15.43,24.22,47.79,20.71,39,087
"Tuscarawas County, Ohio",0.4172,4.18,10.06,16.13,23.82,45.81,18.66,39,157
"Brown County, Ohio",0.4129,3.74,10.46,16.45,24.55,44.80,17.84,39,015
"Licking County, Ohio",0.4296,3.86,9.63,15.91,24.05,46.54,19.23,39,089
"Carroll County, Ohio",0.4420,3.85,9.61,15.30,23.26,47.97,21.19,39,019
"Clermont County, Ohio",0.4403,3.81,9.52,15.48,23.28,47.90,20.37,39,025
"Highland County, Ohio",0.4428,3.62,9.09,15.40,24.19,47.70,19.05,39,071
"Portage County, Ohio",0.4495,3.43,9.11,15.30,23.94,48.22,20.08,39,133
"Belmont County, Ohio",0.4448,3.73,9.08,15.44,24.07,47.68,20.62,39,013
"Perry County, Ohio",0.4149,3.44,9.89,16.76,25.52,44.39,16.47,39,127
"Bandera County, Texas",0.4245,3.87,10.09,15.62,23.66,46.76,17.76,48,019
"Robertson County, Texas",0.4437,3.44,9.10,15.93,24.30,47.23,20.52,48,395
"Taylor County, Texas",0.4571,3.65,9.15,14.67,23.10,49.43,21.76,48,441
"Trinity County, Texas",0.4323,3.95,9.37,15.66,23.47,47.56,17.70,48,455
"Cochran County, Texas",0.4662,3.21,7.63,14.64,25.15,49.37,18.56,48,079
"Comal County, Texas",0.4408,3.85,9.54,15.26,23.02,48.33,19.84,48,091
"Houston County, Texas",0.4601,3.90,8.60,14.46,23.21,49.83,21.32,48,225
"Potter County, Texas",0.4763,3.51,8.69,14.31,21.95,51.53,24.07,48,375
"Scurry County, Texas",0.4117,4.31,9.72,16.04,24.82,45.12,16.84,48,415
"Crane County, Texas",0.3891,3.89,11.58,17.61,24.05,42.87,17.75,48,103
"Stonewall County, Texas",0.4660,3.35,7.27,14.67,25.77,48.95,18.13,48,433
"Brown County, Texas",0.4691,3.72,8.90,14.28,22.38,50.72,23.93,48,049
"Bee County, Texas",0.4980,2.86,7.90,14.02,21.87,53.34,23.93,48,025
"McCulloch County, Texas",0.4429,3.50,9.57,15.61,23.48,47.84,20.20,48,307
"Lee County, Texas",0.4396,3.41,9.76,16.00,23.12,47.71,19.71,48,287
"Ellis County, Texas",0.4144,4.22,10.33,16.07,23.74,45.64,18.53,48,139
"Kerr County, Texas",0.4609,4.13,9.10,14.36,22.10,50.31,23.94,48,265
"Falls County, Texas",0.4635,2.79,8.43,15.25,24.42,49.11,18.79,48,145
"Montgomery County, Iowa",0.4644,3.85,8.94,14.75,21.98,50.47,24.41,19,137
"Mahaska County, Iowa",0.4465,3.55,9.17,15.91,23.56,47.81,21.65,19,123
"Buchanan County, Iowa",0.4570,3.93,9.23,15.23,22.13,49.48,24.51,19,019
"Decatur County, Iowa",0.4448,3.55,8.70,15.60,24.77,47.38,19.01,19,053
"Jackson County, Kansas",0.4057,4.34,10.88,16.24,23.59,44.95,19.32,20,085
"Logan County, Kansas",0.4468,4.14,9.13,15.32,23.13,48.27,23.06,20,109
"Wyandotte County, Kansas",0.4273,3.45,9.76,16.07,24.63,46.08,17.43,20,209
"Clay County, Kansas",0.4855,3.63,9.01,14.22,19.54,53.60,27.05,20,027
"Saline County, Kansas",0.4377,4.34,9.41,15.21,23.04,48.00,21.30,20,169
"Wabaunsee County, Kansas",0.3779,5.00,11.15,17.21,23.93,42.72,16.44,20,197
"Mitchell County, Kansas",0.4336,3.73,9.93,15.52,23.76,47.06,19.28,20,123
"Atchison County, Kansas",0.4500,3.66,9.13,15.35,23.27,48.59,21.06,20,005
"Finney County, Kansas",0.4041,4.29,10.72,16.46,23.77,44.76,17.95,20,055
"Leavenworth County, Kansas",0.4242,3.96,10.00,16.19,23.85,46.01,20.04,20,103
"Stanton County, Kansas",0.4236,2.38,10.24,16.99,26.11,44.28,16.43,20,187
"Meade County, Kansas",0.4174,4.14,9.81,16.67,23.70,45.68,18.97,20,119
"Pratt County, Kansas",0.4197,4.54,10.18,15.81,22.36,47.12,19.33,20,151
"Anderson County, Kansas",0.4181,4.19,9.73,16.19,24.38,45.51,18.37,20,003
"Geary County, Kansas",0.3761,4.84,11.53,16.73,24.31,42.59,15.18,20,061
"Ford County, Kansas",0.4230,4.62,10.10,15.36,22.75,47.17,20.35,20,057
"Marshall County, Kansas",0.4143,4.79,10.02,15.81,23.23,46.15,19.81,20,117
"Cheyenne County, Kansas",0.4289,3.82,9.70,15.65,23.63,47.20,17.28,20,023
"Cowley County, Kansas",0.4256,3.92,9.68,15.80,24.33,46.27,18.22,20,035
"Franklin County, Kansas",0.4014,4.40,10.74,16.53,24.06,44.26,18.23,20,059
"Jewell County, Kansas",0.4943,3.27,7.94,14.68,21.46,52.65,27.21,20,089
"Rice County, Kansas",0.4036,4.11,9.85,16.85,25.44,43.75,15.80,20,159
"Chase County, Kansas",0.4360,4.20,9.08,15.67,23.95,47.09,21.22,20,017
"Wichita County, Kansas",0.4020,4.90,9.95,15.88,24.35,44.92,15.76,20,203
"Norton County, Kansas",0.4647,3.73,9.52,14.80,21.61,50.33,26.51,20,137
"Barton County, Kansas",0.4445,3.90,9.15,15.36,23.52,48.07,20.74,20,009
"Edwards County, Kansas",0.3987,4.59,10.84,16.30,23.70,44.57,17.88,20,047
"Rush County, Kansas",0.4307,4.07,9.32,14.97,24.66,46.98,17.59,20,165
"Marion County, Kansas",0.4183,4.35,10.18,16.23,23.37,45.86,20.74,20,115
"Ottawa County, Kansas",0.4134,4.56,10.20,15.86,24.08,45.29,19.85,20,143
"Barber County, Kansas",0.4706,3.51,8.48,15.11,22.31,50.58,23.70,20,007
"Dickinson County, Kansas",0.4447,3.67,9.19,15.46,23.86,47.81,20.44,20,041
"Trimble County, Kentucky",0.4569,3.12,8.98,15.49,23.78,48.62,20.37,21,223
"Hickman County, Kentucky",0.4824,3.24,8.39,14.12,22.52,51.73,24.34,21,105
"Nelson County, Kentucky",0.4828,3.66,8.89,14.46,21.21,51.78,28.32,21,179
"Grant County, Kentucky",0.4178,3.95,9.45,15.98,25.24,45.39,15.99,21,081
"Logan County, Kentucky",0.4440,3.27,9.46,15.86,24.24,47.17,20.62,21,141
"Pendleton County, Kentucky",0.4022,3.50,9.82,17.20,26.73,42.75,13.68,21,191
"Spencer County, Kentucky",0.3887,4.46,11.06,17.24,24.22,43.02,17.28,21,215
"Bath County, Kentucky",0.4579,3.34,9.19,15.10,23.33,49.04,21.92,21,011
"Boyle County, Kentucky",0.4731,3.80,8.43,13.71,22.71,51.36,22.47,21,021
"Harlan County, Kentucky",0.4803,2.86,8.11,14.04,24.19,50.80,20.58,21,095
"Lincoln County, Kentucky",0.4369,3.66,9.19,15.81,24.15,47.19,18.69,21,137
"Monroe County, Kentucky",0.5282,2.76,6.83,12.83,21.67,55.92,26.85,21,171
"Union County, Kentucky",0.4204,4.32,9.65,15.11,24.74,46.19,16.78,21,225
"Calloway County, Kentucky",0.4863,2.52,8.05,14.45,23.88,51.11,21.28,21,035
"Daviess County, Kentucky",0.4650,3.49,8.91,14.65,22.92,50.02,22.70,21,059
"Pulaski County, Kentucky",0.4918,2.87,7.77,14.18,23.41,51.77,23.04,21,199
"Henderson County, Kentucky",0.4620,3.48,8.70,14.76,23.36,49.70,20.87,21,101
"Knott County, Kentucky",0.4677,3.39,8.18,14.06,24.49,49.88,19.86,21,119
"Muhlenberg County, Kentucky",0.4299,3.58,9.63,15.77,24.49,46.53,17.56,21,177
"Adair County, Kentucky",0.4696,3.44,8.57,14.91,22.67,50.41,23.00,21,001
"Cumberland County, Kentucky",0.4672,2.73,8.02,15.75,24.30,49.20,18.67,21,057
"Lee County, Kentucky",0.5154,2.61,6.79,12.94,24.11,53.54,23.22,21,129
"Lewis County, Kentucky",0.5111,2.57,6.93,13.13,23.73,53.64,22.26,21,135
"Woodford County, Kentucky",0.4313,3.89,9.29,15.72,24.58,46.52,18.72,21,239
"Jessamine County, Kentucky",0.4942,3.07,8.52,13.79,21.43,53.19,25.68,21,113
"Letcher County, Kentucky",0.4967,2.70,7.59,14.00,23.13,52.58,21.80,21,133
"McCracken County, Kentucky",0.5310,2.98,7.15,12.56,21.15,56.15,29.64,21,145
"Whitley County, Kentucky",0.4930,2.76,7.71,14.15,23.74,51.64,23.15,21,235
"Floyd County, Kentucky",0.5007,2.84,7.65,13.82,22.81,52.89,24.13,21,071
"McCreary County, Kentucky",0.5039,2.58,7.81,13.54,22.53,53.54,22.83,21,147
"Metcalfe County, Kentucky",0.4517,3.54,8.46,15.20,23.90,48.90,17.71,21,169
"Rowan County, Kentucky",0.4793,3.29,8.13,14.04,23.19,51.35,22.06,21,205
"Clark County, Kentucky",0.4439,3.78,9.03,15.57,23.84,47.79,20.60,21,049
"Carroll County, Kentucky",0.4793,3.34,7.49,14.02,23.91,51.23,19.92,21,041
"Estill County, Kentucky",0.4767,2.86,7.54,14.59,25.30,49.71,19.34,21,065
"Greenup County, Kentucky",0.4585,3.72,8.61,14.87,23.19,49.61,20.82,21,089
"Carter County, Kentucky",0.4846,2.24,7.94,14.63,24.55,50.63,19.85,21,043
"Lafourche Parish, Louisiana",0.4605,3.25,8.47,15.08,24.27,48.94,20.04,22,057
"Jefferson Davis Parish, Louisiana",0.4974,3.11,7.34,13.06,23.87,52.61,22.20,22,053
"West Feliciana Parish, Louisiana",0.4625,2.54,8.84,14.94,25.30,48.38,19.63,22,125
"Beauregard Parish, Louisiana",0.4683,3.15,8.28,14.93,24.34,49.31,21.71,22,011
"Evangeline Parish, Louisiana",0.4830,3.63,8.10,13.41,22.73,52.13,22.60,22,039
"Lincoln Parish, Louisiana",0.5385,1.97,6.86,12.21,22.33,56.63,24.78,22,061
"Webster Parish, Louisiana",0.4666,3.86,8.47,13.82,22.79,51.06,20.49,22,119
"Iberville Parish, Louisiana",0.4686,2.93,8.52,14.69,23.92,49.93,19.74,22,047
"Morehouse Parish, Louisiana",0.5129,2.56,7.49,13.57,22.55,53.84,25.60,22,067
"Terrebonne Parish, Louisiana",0.4691,2.93,8.26,14.77,24.55,49.49,19.98,22,109
"Claiborne Parish, Louisiana",0.5074,3.49,7.39,12.82,21.46,54.84,24.60,22,027
"Avoyelles Parish, Louisiana",0.5055,2.64,7.22,13.33,23.58,53.23,22.30,22,009
"Pointe Coupee Parish, Louisiana",0.5055,2.49,7.12,14.18,23.50,52.71,23.74,22,077
"Vernon Parish, Louisiana",0.4419,3.73,9.33,15.42,23.59,47.94,19.65,22,115
"Sabine Parish, Louisiana",0.4888,2.89,7.78,14.23,23.50,51.61,22.50,22,085
"LaSalle Parish, Louisiana",0.4774,3.05,8.31,13.75,24.29,50.60,20.11,22,059
"Lincoln County, Maine",0.4469,3.81,9.26,15.48,22.99,48.45,21.77,23,015
"Piscataquis County, Maine",0.4497,3.76,9.14,15.17,23.09,48.84,20.88,23,021
"Washington County, Maine",0.4610,3.58,8.74,15.01,23.30,49.38,22.27,23,029
"Sagadahoc County, Maine",0.4254,4.04,9.90,16.26,23.35,46.46,20.16,23,023
